-4.555718464936388656e+00 1.834049845161914050e+01 -7.641843293837035844e+01
8.504432437966744640e-01 -2.875688069551204595e+00 1.523765211470970016e+01
7.783391593747943205e+00 4.077058906833508800e+00 -2.332370985410487307e+01
-4.559156926895949091e+00 1.834047580057477234e+01 -7.641200316309628704e+01
1.457868548234583783e-01 -4.059397686681245787e+00 1.972679004824129478e+01
5.741934761099284579e+00 6.736720075737362201e+00 -3.104949152718790018e+01
-1.396421319116883386e-01 2.234845671425453872e+01 -1.035898776830700427e+02
7.456819718246818773e-01 -3.098570237939100469e+00 1.606827252016076102e+01
7.496824010176716513e+00 4.442029576358957677e+00 -2.437379476675732093e+01
3.225614697777233175e+01 -1.271803738147449181e+01 -3.577086659855787332e+00
-8.190224269800366885e-02 2.126827889800431493e+01 -9.743163580966162840e+01
-4.559237391871779010e+00 1.834047529109448149e+01 -7.641185228830960341e+01
1.410605437232717696e+00 -1.184186985807662795e+00 8.957416037775505657e+00
7.688983764774449670e-01 -3.055508742586302340e+00 1.590799816578842396e+01
-4.559219020033667746e+00 1.834047540359495443e+01 -7.641188674966828387e+01
8.219290839694687989e+00 3.449935060044050594e+00 -2.146071256848063769e+01
-4.559230704567006853e+00 1.834047533205366420e+01 -7.641186483571344468e+01
7.547091301776638339e-01 -3.079543276047440159e+00 1.599742222334582209e+01
-4.559236744137876052e+00 1.834047529866372628e+01 -7.641185350459441850e+01
4.464493940353107604e+01 -2.143541657601397077e+01 5.863821717509298814e-01
-1.680294366418640384e-01 2.072916911339229884e+01 -9.459337439769890921e+01
-1.711586356954071064e+01 -1.206987699289977733e+01 6.391682468919346150e+01
7.458901652476943589e-01 -3.096992273472279678e+00 1.606286955052513221e+01
-4.747299973067319989e+00 1.833046700439798116e+01 -7.598912463820612118e+01
-4.559237196478257204e+00 1.834047529445613733e+01 -7.641185265523131420e+01
7.553557545569482556e-01 -3.078612470209156626e+00 1.599363831002043312e+01
-2.235218181354469813e+00 -5.753907101037929905e+00 2.689761017460540771e+01
4.260227720506895110e+01 -2.008100854340242591e+01 3.439520316861895965e-01
-5.005935066130581923e+00 -6.972790080438176830e+00 3.298386954785493685e+01
-4.559237097587293341e+00 1.834047529621473416e+01 -7.641185284087116258e+01
-1.734356161225876392e+01 2.076603683139768464e+01 -6.702735585043564015e+01
-4.559244706157334015e+00 1.834047517521223014e+01 -7.641183854213304016e+01
-4.559241496691775808e+00 1.834047522531058405e+01 -7.641184457481577397e+01
-4.542554789335683019e+00 -6.780594022478122262e+00 3.197830473267860896e+01
6.598118732871713910e-01 -3.254956755089208897e+00 1.666563832306118442e+01
4.998758636071034545e+00 7.879857232155170088e+00 -3.460820123560635864e+01
-1.500853761948820031e+00 -5.370725268186042456e+00 2.515537296937067779e+01
-1.382652724544372802e+01 -1.095276629167784677e+01 5.574027370184788310e+01
8.260965543569891434e-01 -2.926860567689096637e+00 1.542891283629208488e+01
7.557821826749054894e-01 -3.077991061036007725e+00 1.599107499535577404e+01
6.179672200178154107e+00 6.123812949750435664e+00 -2.919410266181706248e+01
1.137400733624272320e+01 1.390893907475966529e+00 -1.830120194626482188e+01
-1.837334724918150641e+01 -1.237693741561237815e+01 6.708728697119957474e+01
2.226225106318945990e+01 -4.987387854462184578e+00 -1.171593701842966340e+01
8.508195984343301932e-01 -2.883105060470306125e+00 1.526390585920175624e+01
5.367032899410836499e+00 2.789441335853990456e+00 -1.378496728982158004e+01
-6.375371607168514032e-01 -4.899778976615359660e+00 2.307772908415380542e+01
-4.805847016256734050e-02 2.184194640907663398e+01 -1.006183200270554892e+02
-1.249547843610305442e+01 -1.037398781968918371e+01 5.225878124602576236e+01
7.792617405218864590e-01 -3.039025710068862907e+00 1.584536899870893656e+01
6.944477662712563948e+00 5.117355363343763841e+00 -2.626995128169322413e+01
-2.476112330162191100e+01 -1.212628953967976919e+01 8.360405616536891671e+01
2.497462665804782933e+00 1.848047798657966201e+00 -4.228463623947542160e+00
7.406539492642937539e+00 4.562282886338102195e+00 -2.471375358618666596e+01
7.213747668165588323e+00 4.800908542055068118e+00 -2.538515805818139270e+01
-1.439568729526678759e+01 -1.117819269305065610e+01 5.719487781250395386e+01
-3.839191288043180883e+00 1.837982376944105312e+01 -7.793056486479009948e+01
-4.559236998928852813e+00 1.834047529775261509e+01 -7.641185302603169305e+01
6.596362065781502082e+00 5.566899962539956448e+00 -2.754566191644475381e+01
7.534432208743552239e-01 -3.082461841465464314e+00 1.600805312033557826e+01
-2.083398747219312952e+00 -5.684453226558323635e+00 2.657042309876001696e+01
7.491659399728372026e-01 -3.090692868011108096e+00 1.603899699238459320e+01
-4.559226201144165991e+00 1.834047535917354210e+01 -7.641187328230465425e+01
3.409593740392074324e+01 -1.409776415269468508e+01 -2.506308168180903184e+00
1.329269374910723611e+00 -1.682787174282163400e+00 1.079810106587496854e+01
9.464064405308835193e-01 -2.683187517731012495e+00 1.451595463899057847e+01
-1.541411256466539470e+01 -1.154889173391909907e+01 5.972149409213803750e+01
7.270641218771833003e+00 4.732995729728225243e+00 -2.519996836214895808e+01
1.379989253181349795e+00 -1.319243963415053011e+00 9.459104781311651777e+00
